epoch,global_step,loss,lr
1,52,0.019955,1.00e-04
1,52,0.170035,1.00e-04
1,52,0.262456,1.00e-04
1,53,0.101005,1.00e-04
1,53,0.567607,1.00e-04
1,53,0.005834,1.00e-04
1,53,0.022433,1.00e-04
1,54,0.165659,1.00e-04
1,54,0.229310,1.00e-04
1,54,0.005763,1.00e-04
1,54,0.028068,1.00e-04
1,55,0.221967,1.00e-04
1,55,0.003828,1.00e-04
1,55,0.415710,1.00e-04
1,55,0.156171,1.00e-04
1,56,0.151474,1.00e-04
1,56,0.003165,1.00e-04
1,56,0.072910,1.00e-04
1,56,0.005511,1.00e-04
1,57,0.021989,1.00e-04
1,57,0.016348,1.00e-04
1,57,0.129779,1.00e-04
1,57,0.004996,1.00e-04
1,58,0.287682,1.00e-04
1,58,0.006374,1.00e-04
1,58,0.018566,1.00e-04
1,58,0.105597,1.00e-04
1,59,0.052831,1.00e-04
1,59,0.004002,1.00e-04
1,59,0.013662,1.00e-04
1,59,0.014692,1.00e-04
1,60,0.049080,1.00e-04
1,60,0.038340,1.00e-04
1,60,0.009167,1.00e-04
1,60,0.934902,1.00e-04
1,61,0.056385,9.99e-05
1,61,0.101078,9.99e-05
1,61,0.020170,9.99e-05
1,61,0.110888,9.99e-05
1,62,0.024021,9.99e-05
1,62,0.006136,9.99e-05
1,62,0.010483,9.99e-05
1,62,0.041647,9.99e-05
1,63,0.049149,9.99e-05
1,63,0.743333,9.99e-05
1,63,0.009022,9.99e-05
1,63,0.203315,9.99e-05
1,64,0.069940,9.99e-05
1,64,0.072168,9.99e-05
1,64,0.003688,9.99e-05
1,64,0.035803,9.99e-05
1,65,0.033033,9.99e-05
1,65,0.005099,9.99e-05
1,65,0.340842,9.99e-05
1,65,0.383305,9.99e-05
1,66,0.073700,9.99e-05
1,66,0.167408,9.99e-05
1,66,0.234271,9.99e-05
1,66,0.011349,9.99e-05
1,67,0.028738,9.99e-05
1,67,0.073308,9.99e-05
1,67,0.142709,9.99e-05
1,67,0.017784,9.99e-05
1,68,0.011398,9.99e-05
1,68,0.007424,9.99e-05
1,68,0.224696,9.99e-05
1,68,0.006421,9.99e-05
1,69,0.019447,9.99e-05
1,69,0.050060,9.99e-05
1,69,0.021113,9.99e-05
1,69,0.683559,9.99e-05
1,70,0.324875,9.99e-05
1,70,0.005073,9.99e-05
1,70,0.218618,9.99e-05
1,70,0.005495,9.99e-05
1,71,0.760912,9.99e-05
1,71,0.355125,9.99e-05
1,71,0.013739,9.99e-05
1,71,0.408236,9.99e-05
1,72,0.005267,9.99e-05
1,72,0.324468,9.99e-05
1,72,0.568577,9.99e-05
1,72,0.002210,9.99e-05
1,73,0.420932,9.99e-05
1,73,0.125124,9.99e-05
1,73,0.361039,9.99e-05
1,73,0.002716,9.99e-05
1,74,0.071707,9.99e-05
1,74,0.014000,9.99e-05
1,74,0.129949,9.99e-05
1,74,0.048741,9.99e-05
1,75,0.137265,9.99e-05
1,75,0.052460,9.99e-05
1,75,0.054022,9.99e-05
1,75,0.072248,9.99e-05
1,76,0.003263,9.99e-05
1,76,0.002334,9.99e-05
1,76,0.003391,9.99e-05
1,76,0.079923,9.99e-05
1,77,0.525199,9.99e-05
1,77,0.297376,9.99e-05
1,77,0.018512,9.99e-05
1,77,0.314887,9.99e-05
1,78,0.148659,9.99e-05
1,78,0.218007,9.99e-05
1,78,0.002602,9.99e-05
1,78,0.320228,9.99e-05
1,79,0.033421,9.99e-05
1,79,0.337649,9.99e-05
1,79,0.081297,9.99e-05
1,79,0.020756,9.99e-05
1,80,0.002246,9.99e-05
1,80,0.531491,9.99e-05
1,80,0.038258,9.99e-05
1,80,0.089462,9.99e-05
1,81,0.005711,9.99e-05
1,81,0.398621,9.99e-05
1,81,0.038300,9.99e-05
1,81,0.004638,9.99e-05
1,82,0.017227,9.99e-05
1,82,0.002406,9.99e-05
1,82,0.008340,9.99e-05
1,82,0.267514,9.99e-05
1,83,0.327757,9.99e-05
1,83,0.038727,9.99e-05
1,83,0.318218,9.99e-05
1,83,0.018490,9.99e-05
1,84,0.121602,9.99e-05
1,84,0.005782,9.99e-05
1,84,0.147210,9.99e-05
1,84,0.015523,9.99e-05
1,85,0.226218,9.99e-05
1,85,0.002338,9.99e-05
1,85,0.006925,9.99e-05
1,85,0.032013,9.99e-05
1,86,0.223418,9.99e-05
1,86,0.012733,9.99e-05
1,86,0.091568,9.99e-05
1,86,0.657484,9.99e-05
1,87,0.072013,9.99e-05
1,87,0.005008,9.99e-05
1,87,0.065152,9.99e-05
1,87,0.609132,9.99e-05
1,88,0.038686,9.99e-05
1,88,0.030831,9.99e-05
1,88,0.028397,9.99e-05
1,88,0.013675,9.99e-05
1,89,0.002995,9.99e-05
1,89,0.036791,9.99e-05
1,89,0.489991,9.99e-05
1,89,0.315164,9.99e-05
1,90,0.004924,9.99e-05
1,90,0.011045,9.99e-05
1,90,0.023451,9.99e-05
1,90,0.003435,9.99e-05
1,91,0.077204,9.99e-05
1,91,0.131558,9.99e-05
1,91,0.222369,9.99e-05
1,91,0.017498,9.99e-05
1,92,0.122582,9.99e-05
1,92,0.017624,9.99e-05
1,92,0.002563,9.99e-05
1,92,0.348693,9.99e-05
1,93,0.089955,9.99e-05
1,93,0.015838,9.99e-05
1,93,0.097273,9.99e-05
1,93,0.290691,9.99e-05
1,94,0.009870,9.99e-05
1,94,0.005727,9.99e-05
1,94,0.113529,9.99e-05
1,94,0.002017,9.99e-05
1,95,0.063503,9.99e-05
1,95,0.263239,9.99e-05
1,95,0.007582,9.99e-05
1,95,0.008895,9.99e-05
1,96,0.007318,9.99e-05
1,96,0.008059,9.99e-05
1,96,0.092727,9.99e-05
1,96,0.044666,9.99e-05
1,97,0.067346,9.99e-05
1,97,0.270690,9.99e-05
1,97,0.022293,9.99e-05
1,97,0.002617,9.99e-05
1,98,0.196304,9.99e-05
1,98,0.191611,9.99e-05
1,98,0.044036,9.99e-05
1,98,0.300253,9.99e-05
1,99,0.029225,9.99e-05
1,99,0.146402,9.99e-05
1,99,0.531892,9.99e-05
1,99,0.177560,9.99e-05
1,100,0.004833,9.99e-05
1,100,0.139419,9.99e-05
1,100,0.042564,9.99e-05
1,100,0.016847,9.99e-05
1,101,0.089820,9.99e-05
1,101,0.006384,9.99e-05
1,101,0.136954,9.99e-05
1,101,0.012647,9.99e-05
1,102,0.109122,9.99e-05
1,102,0.375729,9.99e-05
1,102,0.013196,9.99e-05
1,102,0.033180,9.99e-05
1,103,0.063184,9.99e-05
1,103,0.007162,9.99e-05
1,103,0.161556,9.99e-05
1,103,0.010754,9.99e-05
1,104,0.252380,9.99e-05
1,104,0.006523,9.99e-05
1,104,0.003515,9.99e-05
1,104,0.135102,9.99e-05
1,105,0.107301,9.98e-05
1,105,0.031479,9.98e-05
1,105,0.224764,9.98e-05
1,105,0.216774,9.98e-05
1,106,0.032103,9.98e-05
1,106,0.355949,9.98e-05
1,106,0.420169,9.98e-05
1,106,0.067434,9.98e-05
1,107,0.018646,9.98e-05
1,107,0.069742,9.98e-05
1,107,0.201199,9.98e-05
1,107,0.159420,9.98e-05
1,108,0.049690,9.98e-05
1,108,0.002471,9.98e-05
1,108,0.103534,9.98e-05
1,108,0.028809,9.98e-05
1,109,0.325988,9.98e-05
1,109,0.232205,9.98e-05
1,109,0.223231,9.98e-05
1,109,0.190356,9.98e-05
1,110,0.254801,9.98e-05
1,110,0.411423,9.98e-05
1,110,0.076404,9.98e-05
1,110,0.012486,9.98e-05
1,111,0.158743,9.98e-05
1,111,0.029905,9.98e-05
1,111,0.003115,9.98e-05
1,111,0.604647,9.98e-05
1,112,0.309652,9.98e-05
1,112,0.845864,9.98e-05
1,112,0.351363,9.98e-05
1,112,0.288769,9.98e-05
1,113,0.415079,9.98e-05
1,113,0.002311,9.98e-05
1,113,0.039256,9.98e-05
1,113,0.030193,9.98e-05
1,114,0.040952,9.98e-05
1,114,0.020884,9.98e-05
1,114,0.003017,9.98e-05
1,114,0.023756,9.98e-05
1,115,0.244215,9.98e-05
1,115,0.021681,9.98e-05
1,115,0.073810,9.98e-05
1,115,0.005574,9.98e-05
1,116,0.045207,9.98e-05
1,116,0.029210,9.98e-05
1,116,0.217138,9.98e-05
1,116,0.252000,9.98e-05
1,117,0.198529,9.98e-05
1,117,0.253918,9.98e-05
1,117,0.197739,9.98e-05
1,117,0.093452,9.98e-05
1,118,0.172517,9.98e-05
1,118,0.035458,9.98e-05
1,118,0.039850,9.98e-05
1,118,0.137626,9.98e-05
1,119,0.345474,9.98e-05
1,119,0.388020,9.98e-05
1,119,0.021450,9.98e-05
1,119,0.105345,9.98e-05
1,120,0.035645,9.98e-05
1,120,0.002381,9.98e-05
1,120,0.141282,9.98e-05
1,120,0.021363,9.98e-05
1,121,0.041532,9.98e-05
1,121,0.018469,9.98e-05
1,121,0.197686,9.98e-05
1,121,0.030871,9.98e-05
1,122,0.108082,9.98e-05
1,122,0.011943,9.98e-05
1,122,0.095733,9.98e-05
1,122,0.015956,9.98e-05
1,123,0.005970,9.98e-05
1,123,0.019947,9.98e-05
1,123,0.132223,9.98e-05
1,123,0.603010,9.98e-05
1,124,0.166204,9.98e-05
1,124,0.023168,9.98e-05
1,124,0.161969,9.98e-05
1,124,0.002176,9.98e-05
1,125,0.012950,9.98e-05
1,125,0.256765,9.98e-05
1,125,0.026597,9.98e-05
1,125,0.161410,9.98e-05
1,126,0.079371,9.98e-05
1,126,0.353150,9.98e-05
1,126,0.005907,9.98e-05
1,126,0.073783,9.98e-05
1,127,0.063636,9.98e-05
1,127,0.245224,9.98e-05
1,127,0.205310,9.98e-05
1,127,0.014227,9.98e-05
1,128,0.085954,9.98e-05
1,128,0.005561,9.98e-05
1,128,0.046132,9.98e-05
1,128,0.024168,9.98e-05
1,129,0.050279,9.98e-05
1,129,0.231153,9.98e-05
1,129,0.664720,9.98e-05
1,129,0.033656,9.98e-05
1,130,0.177616,9.98e-05
1,130,0.125398,9.98e-05
1,130,0.027144,9.98e-05
1,130,0.002124,9.98e-05
1,131,0.312702,9.98e-05
1,131,0.299696,9.98e-05
1,131,0.038312,9.98e-05
1,131,0.240759,9.98e-05
1,132,0.184457,9.98e-05
1,132,0.006335,9.98e-05
1,132,0.005439,9.98e-05
1,132,0.020157,9.98e-05
1,133,0.312095,9.98e-05
1,133,0.019811,9.98e-05
1,133,0.048562,9.98e-05
1,133,0.026766,9.98e-05
1,134,0.010410,9.98e-05
1,134,0.156161,9.98e-05
1,134,0.005661,9.98e-05
1,134,0.054156,9.98e-05
1,135,0.300349,9.97e-05
1,135,0.108300,9.97e-05
1,135,0.675445,9.97e-05
1,135,0.178483,9.97e-05
1,136,0.002072,9.97e-05
1,136,0.109073,9.97e-05
1,136,0.277510,9.97e-05
1,136,0.305722,9.97e-05
1,137,0.054948,9.97e-05
1,137,0.052853,9.97e-05
1,137,0.268873,9.97e-05
1,137,0.376215,9.97e-05
1,138,0.198385,9.97e-05
1,138,0.005968,9.97e-05
1,138,0.076790,9.97e-05
1,138,0.023960,9.97e-05
1,139,0.340992,9.97e-05
1,139,0.022213,9.97e-05
1,139,0.021839,9.97e-05
1,139,0.002271,9.97e-05
1,140,0.058522,9.97e-05
1,140,0.548463,9.97e-05
1,140,0.025099,9.97e-05
1,140,0.449936,9.97e-05
1,141,0.078020,9.97e-05
1,141,0.016144,9.97e-05
1,141,0.028789,9.97e-05
1,141,0.005855,9.97e-05
1,142,0.072771,9.97e-05
1,142,0.300565,9.97e-05
1,142,0.005885,9.97e-05
1,142,0.004267,9.97e-05
1,143,0.355851,9.97e-05
1,143,0.082721,9.97e-05
1,143,0.304103,9.97e-05
1,143,0.388551,9.97e-05
1,144,0.004234,9.97e-05
1,144,0.035122,9.97e-05
1,144,0.192104,9.97e-05
1,144,0.003166,9.97e-05
1,145,0.044078,9.97e-05
1,145,0.036602,9.97e-05
1,145,0.232144,9.97e-05
1,145,0.132925,9.97e-05
1,146,0.700266,9.97e-05
1,146,0.133851,9.97e-05
1,146,0.009013,9.97e-05
1,146,0.012105,9.97e-05
1,147,0.028027,9.97e-05
1,147,0.286757,9.97e-05
1,147,0.001408,9.97e-05
1,147,0.006913,9.97e-05
1,148,0.214173,9.97e-05
1,148,0.224331,9.97e-05
1,148,0.052895,9.97e-05
1,148,0.013616,9.97e-05
1,149,0.270437,9.97e-05
1,149,0.034558,9.97e-05
1,149,0.003539,9.97e-05
1,149,0.171067,9.97e-05
1,150,0.158441,9.97e-05
1,150,0.003360,9.97e-05
1,150,0.228906,9.97e-05
1,150,0.008156,9.97e-05
1,151,0.008759,9.97e-05
1,151,0.172629,9.97e-05
1,151,0.237573,9.97e-05
1,151,0.064367,9.97e-05
1,152,0.306273,9.97e-05
1,152,0.145546,9.97e-05
1,152,0.011950,9.97e-05
1,152,0.063193,9.97e-05
1,153,0.018111,9.97e-05
1,153,0.275836,9.97e-05
1,153,0.776690,9.97e-05
1,153,0.271887,9.97e-05
1,154,0.026068,9.97e-05
1,154,0.632988,9.97e-05
1,154,0.104541,9.97e-05
1,154,0.362093,9.97e-05
1,155,0.113193,9.97e-05
1,155,0.118429,9.97e-05
1,155,0.145674,9.97e-05
1,155,0.058719,9.97e-05
1,156,0.086719,9.97e-05
1,156,0.076535,9.97e-05
1,156,0.237964,9.97e-05
1,156,0.466549,9.97e-05
1,157,0.277164,9.97e-05
1,157,0.027455,9.97e-05
1,157,0.036523,9.97e-05
1,157,0.262790,9.97e-05
1,158,0.064180,9.97e-05
1,158,0.507664,9.97e-05
1,158,0.004339,9.97e-05
1,158,0.389768,9.97e-05
1,159,0.579849,9.97e-05
1,159,0.499308,9.97e-05
1,159,0.012105,9.97e-05
1,159,0.330206,9.97e-05
1,160,0.071163,9.96e-05
1,160,0.031930,9.96e-05
1,160,0.062343,9.96e-05
1,160,0.004954,9.96e-05
1,161,0.002593,9.96e-05
1,161,0.076743,9.96e-05
1,161,0.006972,9.96e-05
1,161,0.019507,9.96e-05
1,162,0.046240,9.96e-05
1,162,0.004754,9.96e-05
1,162,0.004568,9.96e-05
1,162,0.018596,9.96e-05
1,163,0.029735,9.96e-05
1,163,0.008850,9.96e-05
1,163,0.241614,9.96e-05
1,163,0.071363,9.96e-05
1,164,0.007530,9.96e-05
1,164,0.211863,9.96e-05
1,164,0.044710,9.96e-05
1,164,0.115893,9.96e-05
1,165,0.100833,9.96e-05
1,165,0.038001,9.96e-05
1,165,0.088981,9.96e-05
1,165,0.029027,9.96e-05
1,166,0.470478,9.96e-05
1,166,0.110918,9.96e-05
1,166,0.364333,9.96e-05
1,166,0.456106,9.96e-05
1,167,0.302420,9.96e-05
1,167,0.068178,9.96e-05
1,167,0.013048,9.96e-05
1,167,0.130130,9.96e-05
1,168,0.168608,9.96e-05
1,168,0.028488,9.96e-05
1,168,0.043817,9.96e-05
1,168,0.034986,9.96e-05
1,169,0.465637,9.96e-05
1,169,0.399119,9.96e-05
1,169,0.018204,9.96e-05
1,169,0.147873,9.96e-05
1,170,0.080713,9.96e-05
1,170,0.005106,9.96e-05
1,170,0.612531,9.96e-05
1,170,0.119844,9.96e-05
1,171,0.019680,9.96e-05
1,171,0.135093,9.96e-05
1,171,0.156056,9.96e-05
1,171,0.172617,9.96e-05
1,172,0.248581,9.96e-05
1,172,0.033907,9.96e-05
1,172,0.162725,9.96e-05
1,172,0.008169,9.96e-05
1,173,0.084907,9.96e-05
1,173,0.060655,9.96e-05
1,173,0.018843,9.96e-05
1,173,0.263439,9.96e-05
1,174,0.086204,9.96e-05
1,174,0.132055,9.96e-05
1,174,0.324673,9.96e-05
1,174,0.179602,9.96e-05
1,175,0.044591,9.96e-05
1,175,0.001877,9.96e-05
1,175,0.025480,9.96e-05
1,175,0.001388,9.96e-05
1,176,0.442609,9.96e-05
1,176,0.342804,9.96e-05
1,176,0.139577,9.96e-05
1,176,0.103627,9.96e-05
1,177,0.104154,9.96e-05
1,177,0.133941,9.96e-05
1,177,0.075657,9.96e-05
1,177,0.040159,9.96e-05
1,178,0.795041,9.96e-05
1,178,0.020077,9.96e-05
1,178,0.011585,9.96e-05
1,178,0.082289,9.96e-05
1,179,0.134311,9.96e-05
1,179,0.101191,9.96e-05
1,179,0.366615,9.96e-05
1,179,0.366655,9.96e-05
1,180,0.103311,9.96e-05
1,180,0.036604,9.96e-05
1,180,0.102516,9.96e-05
1,180,0.031590,9.96e-05
1,181,0.105897,9.95e-05
1,181,0.611263,9.95e-05
1,181,0.009802,9.95e-05
1,181,0.123131,9.95e-05
1,182,0.129339,9.95e-05
1,182,0.285250,9.95e-05
1,182,0.055689,9.95e-05
1,182,0.001625,9.95e-05
1,183,0.011198,9.95e-05
1,183,0.094857,9.95e-05
1,183,0.060467,9.95e-05
1,183,0.035239,9.95e-05
1,184,0.086519,9.95e-05
1,184,0.288560,9.95e-05
1,184,0.056960,9.95e-05
1,184,0.020827,9.95e-05
1,185,0.030047,9.95e-05
1,185,0.105667,9.95e-05
1,185,0.197052,9.95e-05
1,185,0.010638,9.95e-05
1,186,0.251854,9.95e-05
1,186,0.035744,9.95e-05
1,186,0.254207,9.95e-05
1,186,0.029779,9.95e-05
1,187,0.646131,9.95e-05
1,187,0.067155,9.95e-05
1,187,0.358021,9.95e-05
1,187,0.254117,9.95e-05
1,188,0.002878,9.95e-05
1,188,0.343106,9.95e-05
1,188,0.260971,9.95e-05
1,188,0.019637,9.95e-05
1,189,0.006883,9.95e-05
1,189,0.128740,9.95e-05
1,189,0.037479,9.95e-05
1,189,0.139268,9.95e-05
1,190,0.383138,9.95e-05
1,190,0.736391,9.95e-05
1,190,0.226974,9.95e-05
1,190,0.087962,9.95e-05
1,191,0.024070,9.95e-05
1,191,0.104310,9.95e-05
1,191,0.160068,9.95e-05
1,191,0.146390,9.95e-05
1,192,0.081746,9.95e-05
1,192,0.015957,9.95e-05
1,192,0.002744,9.95e-05
1,192,0.082395,9.95e-05
1,193,0.011371,9.95e-05
1,193,0.251617,9.95e-05
1,193,0.261681,9.95e-05
1,193,0.366627,9.95e-05
1,194,0.015560,9.95e-05
1,194,0.270580,9.95e-05
1,194,0.092124,9.95e-05
1,194,0.002368,9.95e-05
1,195,0.398903,9.95e-05
1,195,0.005161,9.95e-05
1,195,0.163820,9.95e-05
1,195,0.425235,9.95e-05
1,196,0.056431,9.95e-05
1,196,0.387431,9.95e-05
1,196,0.001601,9.95e-05
1,196,0.003540,9.95e-05
1,197,0.011591,9.95e-05
1,197,0.148887,9.95e-05
1,197,0.050275,9.95e-05
1,197,0.144869,9.95e-05
1,198,0.081721,9.95e-05
1,198,0.094603,9.95e-05
1,198,0.002255,9.95e-05
1,198,0.162305,9.95e-05
1,199,0.087631,9.95e-05
1,199,0.257727,9.95e-05
1,199,0.035759,9.95e-05
1,199,0.361608,9.95e-05
1,200,0.248675,9.94e-05
1,200,0.124714,9.94e-05
1,200,0.012086,9.94e-05
1,200,0.116423,9.94e-05
1,201,0.008238,9.94e-05
1,201,0.035640,9.94e-05
1,201,0.013619,9.94e-05
1,201,0.009467,9.94e-05
1,202,0.113609,9.94e-05
1,202,0.006410,9.94e-05
1,202,0.174554,9.94e-05
1,202,0.032225,9.94e-05
1,203,0.129325,9.94e-05
1,203,0.011104,9.94e-05
1,203,0.283314,9.94e-05
1,203,0.007103,9.94e-05
1,204,0.124338,9.94e-05
1,204,0.007196,9.94e-05
1,204,0.002829,9.94e-05
1,204,0.350776,9.94e-05
1,205,0.357191,9.94e-05
1,205,0.054309,9.94e-05
1,205,0.103742,9.94e-05
1,205,0.150545,9.94e-05
1,206,0.177606,9.94e-05
1,206,0.006621,9.94e-05
1,206,0.015416,9.94e-05
1,206,0.219389,9.94e-05
1,207,0.215725,9.94e-05
1,207,0.272490,9.94e-05
1,207,0.095550,9.94e-05
1,207,0.019070,9.94e-05
1,208,0.037125,9.94e-05
1,208,0.024828,9.94e-05
1,208,0.345689,9.94e-05
1,208,0.049513,9.94e-05
1,209,0.545503,9.94e-05
1,209,0.001914,9.94e-05
1,209,0.084208,9.94e-05
1,209,0.045593,9.94e-05
1,210,0.285349,9.94e-05
1,210,0.012091,9.94e-05
1,210,0.002116,9.94e-05
1,210,0.419193,9.94e-05
1,211,0.006714,9.94e-05
1,211,0.352568,9.94e-05
1,211,0.306641,9.94e-05
1,211,0.018331,9.94e-05
1,212,0.013227,9.94e-05
1,212,0.010695,9.94e-05
1,212,0.318299,9.94e-05
1,212,0.008051,9.94e-05
1,213,0.194969,9.94e-05
1,213,0.262771,9.94e-05
1,213,0.364185,9.94e-05
1,213,0.160398,9.94e-05
1,214,0.151573,9.94e-05
1,214,0.068594,9.94e-05
1,214,0.005973,9.94e-05
1,214,0.416009,9.94e-05
1,215,0.357689,9.94e-05
1,215,0.004429,9.94e-05
1,215,0.038151,9.94e-05
1,215,0.135531,9.94e-05
1,216,0.006935,9.94e-05
1,216,0.022751,9.94e-05
1,216,0.002314,9.94e-05
1,216,0.290660,9.94e-05
1,217,0.004222,9.93e-05
1,217,0.002449,9.93e-05
1,217,0.188745,9.93e-05
1,217,0.031648,9.93e-05
1,218,0.125083,9.93e-05
1,218,0.276469,9.93e-05
